sku,cat,brand,model,model_no,variant,color,color_hex,cost_cny,kg,moq,source_platform,source_url,supplier,cost_verified,blurb_so,image,price_usd,moq_unit,specs,captured,search
GRS-APL-20034,APL,World-Dawn,16-Inch Outdoor Stand Electric Solar Fan with Remote Control and Rechargeable,WD-SFan-WS-160A,Standard,—,,252.0,7.2,100,mic,https://world-dawn.en.made-in-china.com/product/zubUDHePqEhm/China-16-Inch-Outdoor-Stand-Electric-Solar-Fan-with-Remote-Control-and-Rechargeable-Battery.html,"World-Dawn Lighting Co., Limited",check,Marawaxad taagan.,https://image.made-in-china.com/2f0j00rtWZCFUMAjbP/16-Inch-Outdoor-Stand-Electric-Solar-Fan-with-Remote-Control-and-Rechargeable-Battery.webp,28.0-35.0,pieces,Motor: Brushed Motor | Fan Blade: 5-Blade ABS | Battery: Lead Acid Power Plant 12V/4500mAh | Solar Panel: Mono 15V/20W | Panel Size: 350*400mm | Rpm: 1300rpm,2026-09-20,Stand Fan 16 inch
GRS-APL-20035,APL,Generic,1stshine Fancy 52 Inches ABS Blades DC Ceiling Fan with Light,DCF-FS52920 52'',Standard,—,,439.99,6,50,mic,https://1stshine-ceiling-fan.en.made-in-china.com/product/htUpQqLruYcV/China-1stshine-Manufacturer-Fancy-52-Inches-ABS-Blades-DC-Ceiling-Fan-with-Light.html,1stshine Industrial Company Limited,check,Marawaxad saqafka.,https://image.made-in-china.com/2f0j00mrTMtVIChgqS/1stshine-Manufacturer-Fancy-52-Inches-ABS-Blades-DC-Ceiling-Fan-with-Light.webp,48.63-61.11,pieces,"Speed Settings: 6-Speed | LED Wattage: 20W | CRI: ≥80 | Control Panel: APP, Remote Control, Wall Switch | Smart Features: Timer | Blade Material: ABS Plastic",2026-09-20,Ceiling Fan
GRS-APL-20036,APL,Generic,1stshine Ceiling Fan D. I. Y ABS Blades Energy Saving Smart Remote Ceiling Fan,RGWpxQwUvehk,Standard,—,,376.56,6,50,mic,https://1stshine-ceiling-fan.en.made-in-china.com/product/RGWpxQwUvehk/China-1stshine-Ceiling-Fan-Factory-OEM-D-I-Y-ABS-Blades-Energy-Saving-Smart-Remote-Ceiling-Fan.html,1stshine Industrial Company Limited,check,Marawaxad saqafka.,https://image.made-in-china.com/2f0j00juQemfWavzot/1stshine-Ceiling-Fan-Factory-OEM-D-I-Y-ABS-Blades-Energy-Saving-Smart-Remote-Ceiling-Fan.webp,46.47-52.3,pieces,,2026-09-20,Ceiling Fan
GRS-APL-20037,APL,Generic,1stshine 52 Inches Hotel High Speed DC Motor LED Gold Ceiling Fan with Light,DAFUYVnrOTWN,Standard,—,,459.36,6,50,mic,https://1stshine-ceiling-fan.en.made-in-china.com/product/DAFUYVnrOTWN/China-1stshine-Wholesale-52-Inches-Hotel-High-Speed-DC-Motor-LED-Gold-Ceiling-Fan-with-Light.html,1stshine Industrial Company Limited,check,Marawaxad saqafka.,https://image.made-in-china.com/2f0j00HudBvzIyZGbp/1stshine-Wholesale-52-Inches-Hotel-High-Speed-DC-Motor-LED-Gold-Ceiling-Fan-with-Light.webp,57.52-63.8,pieces,,2026-09-20,Ceiling Fan
GRS-APL-20038,APL,Generic,1stshine Decorative DC Electric IP65 Waterproof Three ABS Blades Outdoor,gfOrpLmustkw,Standard,—,,493.56,6,50,mic,https://1stshine-ceiling-fan.en.made-in-china.com/product/gfOrpLmustkw/China-1stshine-Decorative-DC-Electric-IP65-Waterproof-Three-ABS-Blades-Outdoor-Ceiling-Fan.html,1stshine Industrial Company Limited,check,Marawaxad saqafka.,https://image.made-in-china.com/2f0j00zyYBVclUgGqo/1stshine-Decorative-DC-Electric-IP65-Waterproof-Three-ABS-Blades-Outdoor-Ceiling-Fan.webp,59.45-68.55,pieces,,2026-09-20,Ceiling Fan
GRS-APL-20039,APL,Generic,1stshine Ceiling Fan Transparent Blade DC Motor Flush Mount ABS Ceiling Fan,DCF-FS3702B 2IN1,Standard,—,,383.62,6,50,mic,https://1stshine-ceiling-fan.en.made-in-china.com/product/nthRCWzyfjVs/China-1stshine-Ceiling-Fan-Transparent-Blade-DC-Motor-Flush-Mount-ABS-Ceiling-Fan-2in1-Lighting.html,1stshine Industrial Company Limited,check,Marawaxad saqafka.,https://image.made-in-china.com/2f0j00nPkMOtbIHacT/1stshine-Ceiling-Fan-Transparent-Blade-DC-Motor-Flush-Mount-ABS-Ceiling-Fan-2in1-Lighting.webp,49.53-53.28,pieces,"Speed Settings: 6-Speed | LED Wattage: 20W | CRI: ≥80 | Control Panel: APP, Remote Control, Wall Switch | Smart Features: Timer | Blade Material: ABS Plastic",2026-09-20,Ceiling Fan
GRS-APL-20040,APL,JIEGUAN,High Efficiency 4-Burner Gas Cooker with Flameout Protection System,GH-987-1,Standard,—,,3456.0,66.0,1,mic,https://gzjieguan.en.made-in-china.com/product/XRlUznQLIvca/China-High-Efficiency-4-Burner-Gas-Cooker-with-Flameout-Protection-System.html,"Guangdong Jieguan Kitchen Equipment Manufacturing Co., Ltd.",check,Burjiko gaas ah oo afar af leh.,https://image.made-in-china.com/2f0j00HnpBsCLWkbov/High-Efficiency-4-Burner-Gas-Cooker-with-Flameout-Protection-System.webp,452.0-480.0,pieces,Power Source: Gas | Timing Device: Without Timing Device | Type: Gas Range with 4-Burner | Voltage: Gas | Customized: Customized | BTU: 82000,2026-09-20,Gas Cooker 4 Burner
GRS-HOM-20001,HOM,Easton,2023 New Design Hotel 220V-240V Electric Kettle Tray Set,ES1027. XT. BRL,Standard,—,,284.33,1.2,12,mic,https://eastonhk.en.made-in-china.com/product/gJPpROXKfoVw/China-2023-New-Design-Hotel-220V-240V-Electric-Kettle-Tray-Set.html,"Easton Hotel Supplies Co., Ltd.",check,Kildhi koronto — shaah iyo biyo kulul dhakhso.,https://image.made-in-china.com/2f0j00skGvRNycrIoP/2023-New-Design-Hotel-220V-240V-Electric-Kettle-Tray-Set.webp,26.33-39.49,pieces,Material: Stainless Steel | Heating Rate: 4-6min | Size: Height 8cm | Heating Style: Chassis Heating | Thickness: 0.8mm | Automatic Shut-off: Automatic Shut-off,2026-09-20,Electric Kettle
GRS-HOM-20002,HOM,Generic,Premium Stainless Steel Electric Water Boiler Kettle for Fast Heating,cUZradyYkhVF,Standard,—,,22.54,1.2,1,mic,https://mktslkt-a.en.made-in-china.com/product/cUZradyYkhVF/China-Premium-Stainless-Steel-Electric-Water-Boiler-Kettle-for-Fast-Heating.html,"Market Union Co., Ltd.",check,Kildhi koronto — shaah iyo biyo kulul dhakhso.,https://image.made-in-china.com/2f0j00RFIehTACZYoW/Premium-Stainless-Steel-Electric-Water-Boiler-Kettle-for-Fast-Heating.webp,2.85-3.13,pieces,,2026-09-20,Electric Kettle
GRS-HOM-20003,HOM,Shengjue,Big Power Multi Speed Multifunctional Kitchen Food Blender,8801,Standard,—,,55.44,17.8,1,mic,https://bzshengjue.en.made-in-china.com/product/EubRQNeYJpcq/China-Big-Power-Multi-Speed-Multifunctional-Kitchen-Food-Blender.html,"Bazhou Shengjue Plastic Products Co., Ltd.",check,"Blender — cabitaan, casiir iyo cunto.",https://image.made-in-china.com/2f0j00JuPsAoyafEkI/Big-Power-Multi-Speed-Multifunctional-Kitchen-Food-Blender.webp,6.7-7.7,pieces,"Applicable Number: ≤3 | Product Name: Multi Function Blender | Application: Restaurant,Home Kitchen,Home Appliance,Ice Cream,C | Selling Point: Total Crushing,Fruit Juicer,2 in 1 Blender,Smoothi | Feature: Variable Speed,Ice Crush,Pure Copper Motor,Waterpr | Color: Red,Black,White,Green,Blue,Yellow,Pink,Silver,Colo",2026-09-20,Blender
GRS-HOM-20004,HOM,Generic,Home Commercial Blender 3 Accessory Jar Combo Pack,UzZRBIPOrtkd,Standard,—,,184.32,4.15,50,mic,https://hosason.en.made-in-china.com/product/UzZRBIPOrtkd/China-Home-Commercial-Blender-3-Accessory-Jar-Combo-Pack.html,"Bazhou Junjing Electric Co., Ltd.",check,"Blender — cabitaan, casiir iyo cunto.",https://image.made-in-china.com/2f0j00cQqkwpPlnCVb/Home-Commercial-Blender-3-Accessory-Jar-Combo-Pack.webp,25.2-25.6,pieces,,2026-09-20,Blender
GRS-HOM-20005,HOM,Generic,Puree Powerful Motor Smoothie Blender with CB for Make Soup,BF-5042,Standard,—,,116.64,20.0,52,mic,https://jieweishi.en.made-in-china.com/product/NpkYAhILbecV/China-Wholesale-Puree-Powerful-Motor-Smoothie-Blender-with-CB-for-Make-Soup.html,"Zhongshan Jieweishi Electric Appliance Co., Ltd.",check,"Blender — cabitaan, casiir iyo cunto.",https://image.made-in-china.com/2f0j00hnCvEGKIAbki/Wholesale-Puree-Powerful-Motor-Smoothie-Blender-with-CB-for-Make-Soup.webp,15.8-16.2,pieces,Blade Type & Quantity: 8-Blade Stainless Steel Double-Edged | Capacity: 3L | Voltage: 220V | Rated Frequency: 50~60Hz | Speed Adjustment: 1-15 Shift Adjustment | Gross Weight: 4kg,2026-09-20,Blender
GRS-HOM-20006,HOM,Generic,New 2500ml 3HP Heavy Duty Proefssional Smoothie Commercial Bar Blender,zpjrRawubUVd,Standard,—,,468.0,3,4,mic,https://fsmanenda.en.made-in-china.com/product/zpjrRawubUVd/China-New-2500ml-3HP-Heavy-Duty-Proefssional-Smoothie-Commercial-Bar-Blender.html,"Foshan Manenda Appliances Co., Ltd.",check,"Blender — cabitaan, casiir iyo cunto.",https://image.made-in-china.com/2f0j00sMDelVhPCQqi/New-2500ml-3HP-Heavy-Duty-Proefssional-Smoothie-Commercial-Bar-Blender.webp,52.0-65.0,pieces,,2026-09-20,Blender
GRS-HOM-20007,HOM,Generic,25L Large Capacity Commercial Drum Electric Rice Cooker for Restaurant,ofsrAndOXTie,Standard,—,,360.0,10.65,30,mic,https://gdfree.en.made-in-china.com/product/ofsrAndOXTie/China-25L-Large-Capacity-Commercial-Drum-Electric-Rice-Cooker-for-Restaurant.html,"Foshan Free Electric Appliances Co., Ltd",check,Karinta bariiska.,https://image.made-in-china.com/2f0j00OtrokgblgWiI/25L-Large-Capacity-Commercial-Drum-Electric-Rice-Cooker-for-Restaurant.webp,38.0-50.0,pieces,,2026-09-20,Rice Cooker
GRS-HOM-20008,HOM,Generic,Commercial Size Electric Rice Cooker with Steamer for 10 Persons for,HYLRFcsySbWv,Standard,—,,126.0,12.6,50,mic,https://jiulielectric.en.made-in-china.com/product/HYLRFcsySbWv/China-Commercial-Size-Electric-Rice-Cooker-with-Steamer-for-10-Persons-for-Restaurant.html,"Lianjiang Juli Electric Appliance Co., Ltd.",check,Karinta bariiska.,https://image.made-in-china.com/2f0j00enLvVENgllqF/Commercial-Size-Electric-Rice-Cooker-with-Steamer-for-10-Persons-for-Restaurant.webp,14.5-17.5,pieces,,2026-09-20,Rice Cooker
GRS-HOM-20009,HOM,Generic,1.0L Yerba Mate Thermoses Double Wall Stainless Steel Vacuum Cup Thermo Flask,YTSC-15,Standard,—,,35.71,0.4,100,mic,https://ahyoto.en.made-in-china.com/product/YfsRuMywZpro/China-Hot-Sale-1-0L-Yerba-Mate-Thermoses-Double-Wall-Stainless-Steel-Vacuum-Cup-Thermo-Flask-Water-Bottle-Travel-Thermos-with-Handle.html,"Anhui YOTO Import & Export Co., Ltd.",check,Termo shaah iyo qaxwo — kulaylka hayo saacado.,https://image.made-in-china.com/2f0j00EmebQVIPORgq/Hot-Sale-1-0L-Yerba-Mate-Thermoses-Double-Wall-Stainless-Steel-Vacuum-Cup-Thermo-Flask-Water-Bottle-Travel-Thermos-with-Handle.webp,2.93-4.96,pieces,"Cup Mouth Diameter: Cup Type | Color: Customized | Style: Sports | Certification: LFGB, FDA, CE / EU, CIQ, EEC | Feature: Eco-Friendly | Technics: Injection Molding",2026-09-20,Vacuum Flask Thermos
GRS-HOM-20010,HOM,SKYLARK,Insulated BPA Free Stainless Steel Water Bottle Vacuum Flask Jug Cup Mug,2603233,Standard,—,,27.58,5.0,100,mic,https://skylarksports.en.made-in-china.com/product/GTXpKYeHYIRM/China-Hot-Sale-Insulated-BPA-Free-Stainless-Steel-Water-Bottle-Vacuum-Flask-Jug-Cup-Mug-Tumbler-Simple-Spill-Proof-40-Oz-30oz-Thermo-with-Handle.html,"Skylark Network Co., Ltd.",check,Termo shaah iyo qaxwo — kulaylka hayo saacado.,https://image.made-in-china.com/2f0j00eTzMBVrcslpQ/Hot-Sale-Insulated-BPA-Free-Stainless-Steel-Water-Bottle-Vacuum-Flask-Jug-Cup-Mug-Tumbler-Simple-Spill-Proof-40-Oz-30oz-Thermo-with-Handle.webp,2.83-3.83,pieces,"Color: Multicolor | Insulation Time: 24 Hours | Usage: In-Car, Indoor, Office, Outdoor, Travel | City: Zhejiang | Material: 304 | Package Size: 50.00cm * 50.00cm * 50.00cm",2026-09-20,Vacuum Flask Thermos
GRS-HOM-20011,HOM,Generic,40oz 30oz Tumbler Stainless Steel Travel Double Walled Vacuum Flask,YTSA-8,Standard,—,,21.46,0.7,100,mic,https://ahyoto.en.made-in-china.com/product/uJBpafSMbckd/China-40oz-30oz-Tumbler-Stainless-Steel-Travel-Double-Walled-Vacuum-Flask-Insulation-Coffee-Water-Bottle-Cup-Stainless-Steel-Thermos-for-Travel-Sports-Office-Gym.html,"Anhui YOTO Import & Export Co., Ltd.",check,Termo shaah iyo qaxwo — kulaylka hayo saacado.,https://image.made-in-china.com/2f0j00dbhoygmqpkzO/40oz-30oz-Tumbler-Stainless-Steel-Travel-Double-Walled-Vacuum-Flask-Insulation-Coffee-Water-Bottle-Cup-Stainless-Steel-Thermos-for-Travel-Sports-Office-Gym.webp,2.08-2.98,pieces,"Cup Mouth Diameter: Big Mouth | Color: Custom Color | Style: Simple | Certification: LFGB, FDA, CE / EU, EEC | Feature: Eco-Friendly | Technics: Screen Printing",2026-09-20,Vacuum Flask Thermos
GRS-HOM-20012,HOM,VISION,12oz Double Wall Vacuum Cup Small Mouth Insulated Thermos Flask Portable with,FwJfStObMyAB,Standard,—,,18.72,15.0,100,mic,https://vsnvision.en.made-in-china.com/product/FwJfStObMyAB/China-12oz-Double-Wall-Vacuum-Cup-Small-Mouth-Insulated-Thermos-Flask-Portable-with-Ring.html,"Yongkang Vision Industry & Trade Co., Ltd",check,Termo shaah iyo qaxwo — kulaylka hayo saacado.,https://image.made-in-china.com/2f0j00ENlWMdFzMCUy/12oz-Double-Wall-Vacuum-Cup-Small-Mouth-Insulated-Thermos-Flask-Portable-with-Ring.webp,2.2-2.6,pieces,"Usage: In-Car, Indoor, Office, Outdoor, Travel | Packing: Customized Colors Acceptable | Sample: Free Sample Provied | MOQ: 100PCS | OEM: Acceptable | Package Size: 41.00cm * 41.00cm * 42.00cm",2026-09-20,Vacuum Flask Thermos
GRS-HOM-20013,HOM,CASA HEMERA,62-Piece Real Gold Rim Dinnerware Plates Gift Items Kitchenware Ceramic,HMZD001,Standard,—,,842.47,27.0,60,mic,https://hmporcelain.en.made-in-china.com/product/jrVRKtsJgAWH/China-62-Piece-Real-Gold-Rim-Dinnerware-Plates-Gift-Items-Kitchenware-Ceramic-Tableware-Dinner-Set.html,Shenzhen Hua Mei Industry Development Ltd.,check,Saxanno iyo koobab.,https://image.made-in-china.com/2f0j00rcbvJoBInYqG/62-Piece-Real-Gold-Rim-Dinnerware-Plates-Gift-Items-Kitchenware-Ceramic-Tableware-Dinner-Set.webp,101.47-117.01,sets,"Color: White | Feature: Eco-Friendly | Customized: Customized | Certification: LFGB, FDA, EEC, CIQ, CE/EU | Product Name: Ceramic Dinner Set | Usage: Hotel Restaurant Home Wedding Party",2026-09-20,Dinnerware Set
GRS-HOM-20014,HOM,Generic,Hotel Classic Hand-Held Electric Steamer Steam Iron for Clothes,EJGRSdvMfCcs,Standard,—,,160.42,1.5,10,mic,https://eastonhk.en.made-in-china.com/product/EJGRSdvMfCcs/China-Hotel-Classic-Hand-Held-Electric-Steamer-Steam-Iron-for-Clothes.html,"Easton Hotel Supplies Co., Ltd.",check,Kaawiyad koronto.,https://image.made-in-china.com/2f0j00SINMbFeKPtoO/Hotel-Classic-Hand-Held-Electric-Steamer-Steam-Iron-for-Clothes.webp,14.85-22.28,pieces,,2026-09-20,Electric Iron
GRS-HOM-20015,HOM,Qshun,Electric Iron with Ceramic Soleplate,R. 1215,Standard,—,,131.11,17.0,10,mic,https://qianshun2026.en.made-in-china.com/product/XaCRZuWdQBrO/China-Electric-Iron-with-Ceramic-Soleplate.html,"Guangzhou Qianshun Electric Appliance Co., Ltd.",check,Kaawiyad koronto.,https://image.made-in-china.com/2f0j00nzQejZhBEPpb/Electric-Iron-with-Ceramic-Soleplate.webp,14.47-18.21,pieces,Style: Jet and Spray | Automatic Shut-off: Without Automatic Power Off | Temperature Controlled: Mechanical | Electric Iron: Corded Irons | Certification: CCC/ISO9001 | Size: Non-Mini,2026-09-20,Electric Iron
GRS-HOM-20016,HOM,Generic,Wireless Household High-Power Mini Ironing Machine Steam Electric Iron,eXKJcCoYEBUr,Standard,—,,136.8,1.3,100,mic,https://yosecsafe.en.made-in-china.com/product/eXKJcCoYEBUr/China-Wireless-Household-High-Power-Mini-Ironing-Machine-Steam-Electric-Iron.html,"Ningbo Yosec Industrial Co., Ltd.",check,Kaawiyad koronto.,https://image.made-in-china.com/2f0j00yGUfEdaPTtuk/Wireless-Household-High-Power-Mini-Ironing-Machine-Steam-Electric-Iron.webp,17.0-19.0,pieces,,2026-09-20,Electric Iron
GRS-HOM-20017,HOM,Generic,King Size 100% Cotton Satin Embroidery Bed Sheet Set Hotel Bedding Sets,BmSYvVGKZfWX,Standard,—,,165.53,2,50,mic,https://js-pytextile.en.made-in-china.com/product/BmSYvVGKZfWX/China-King-Size-100-Cotton-Satin-Embroidery-Bed-Sheet-Set-Hotel-Bedding-Sets.html,"Jiangsu Pengyuan Textile Group Co., Ltd.",check,Go'yaal sariir.,https://image.made-in-china.com/2f0j00dUTqbhIEAncJ/King-Size-100-Cotton-Satin-Embroidery-Bed-Sheet-Set-Hotel-Bedding-Sets.webp,12.99-22.99,sets,,2026-09-20,Bed Sheet Set
GRS-HOM-20018,HOM,Generic,High-End Satin Cotton Quilt Cover Luxury Embroidered Solid Duvet Cover Flat,UTHYsVEMZdWS,Standard,—,,489.6,2.0,50,mic,https://unique2024.en.made-in-china.com/product/UTHYsVEMZdWS/China-High-Quality-High-End-Satin-Cotton-Quilt-Cover-Luxury-Embroidered-Solid-Duvet-Cover-Flat-Bed-Sheet-Set.html,"Guangzhou Unique Hotel Supplies Co., Ltd.",check,Go'yaal sariir.,https://image.made-in-china.com/2f0j00PLSBGRTEvMbl/High-Quality-High-End-Satin-Cotton-Quilt-Cover-Luxury-Embroidered-Solid-Duvet-Cover-Flat-Bed-Sheet-Set.webp,40.0-68.0,pieces,,2026-09-20,Bed Sheet Set
GRS-HOM-20019,HOM,winde home,Printing Cartoon Quilt Duvet Cover Bed Sheets Pillow Case 3PCS 4PCS Kids,WH25-80GSMA008,Standard,—,,54.0,2,100,mic,https://windehome.en.made-in-china.com/product/xacUkDLHaFhP/China-Custom-Printing-Cartoon-Quilt-Duvet-Cover-Bed-Sheets-Pillow-Case-3PCS-4PCS-Kids-Bedding-Sets.html,"Hangzhou Winde Home Furnishing Co., Ltd.",check,Go'yaal sariir.,https://image.made-in-china.com/2f0j00RIovYEPKOpbk/Custom-Printing-Cartoon-Quilt-Duvet-Cover-Bed-Sheets-Pillow-Case-3PCS-4PCS-Kids-Bedding-Sets.webp,3.5-7.5,pieces,"Quantity: 4 PCS | Material: Polyester / Acrylic | Usage: Home, Hotel, Wedding | Age Group: Adults | Filling: Polyester | Technics: Woven",2026-09-20,Bed Sheet Set
GRS-HOM-20020,HOM,Lanyou,Luxurious White Lined Duvet Cover Bed Sheet Set for Hotels and Hospitals,cuAUxbOMHEVK,Standard,—,,432.0,2,30,mic,https://lanyou.en.made-in-china.com/product/cuAUxbOMHEVK/China-Luxurious-White-Lined-Duvet-Cover-Bed-Sheet-Set-for-Hotels-and-Hospitals.html,"Hebei Lanyou Technology Co., Ltd.",check,Go'yaal sariir.,https://image.made-in-china.com/2f0j00zTAZmjyBiLoF/Luxurious-White-Lined-Duvet-Cover-Bed-Sheet-Set-for-Hotels-and-Hospitals.webp,60.0-60.0,pieces,"Age Group: Adult | Quantity: 1PC | Material: 100% Linen | Pattern: Yarn Dyed | Technics: Woven | Usage: Home, Hotel, Hospital",2026-09-20,Bed Sheet Set
GRS-HOM-20021,HOM,winde home,Soft 100% Polyester Microfiber Duvet Cover Ready Made Floral Printed,WrtpKTkMbHhy,Standard,—,,64.66,2,100,mic,https://windehome.en.made-in-china.com/product/WrtpKTkMbHhy/China-Hot-Selling-Soft-100-Polyester-Microfiber-Duvet-Cover-Ready-Made-Floral-Printed-Microfiber-Bed-Sheets-and-Bedding-Sets.html,"Hangzhou Winde Home Furnishing Co., Ltd.",check,Go'yaal sariir.,https://image.made-in-china.com/2f0j00GCzerpagswku/Hot-Selling-Soft-100-Polyester-Microfiber-Duvet-Cover-Ready-Made-Floral-Printed-Microfiber-Bed-Sheets-and-Bedding-Sets.webp,6.78-8.98,pieces,"Quantity: 4 PCS | Material: Polyester / Acrylic | Usage: Home, Hotel, Wedding | Age Group: Adults | Filling: Polyester | Technics: Woven",2026-09-20,Bed Sheet Set
GRS-HOM-20022,HOM,Generic,Cozy Thick Memory Foam Toddler Anti Slip Living Room Carpet Rug,PafRCAYbaMce,Standard,—,,73.3,3.0,50,mic,https://sunsort.en.made-in-china.com/product/PafRCAYbaMce/China-Cozy-Thick-Memory-Foam-Toddler-Anti-Slip-Living-Room-Carpet-Rug.html,"Hangzhou Shengcui Yijia Technology Co., Ltd.",check,Roog guri.,https://image.made-in-china.com/2f0j00tYZeiLWzaVol/Cozy-Thick-Memory-Foam-Toddler-Anti-Slip-Living-Room-Carpet-Rug.webp,9.99-10.18,pieces,,2026-09-20,Carpet Rug
GRS-FRN-20001,FRN,Yolanda,Yolanda Furniture Ergonomic Executive Office Chair Adjustable Headrest Modern,HK-XB016B,Standard,—,,201.6,50.0,10,mic,https://yolanda-office.en.made-in-china.com/product/NUirEBIuYzhH/China-Yolanda-Furniture-Wholesale-Custom-Ergonomic-Executive-Office-Chair-Adjustable-Headrest-Modern-Rotating-Mesh-Desk-Chair.html,"Foshan Yolanda Furniture Co., Ltd.",check,Kursi xafiis oo raaxo leh.,https://image.made-in-china.com/2f0j00oMUePzBcAlkC/Yolanda-Furniture-Wholesale-Custom-Ergonomic-Executive-Office-Chair-Adjustable-Headrest-Modern-Rotating-Mesh-Desk-Chair.webp,24.0-28.0,pieces,Rotary: Rotary | Armrest: With Armrest | Folded: Unfolded | Customized: Non-Customized | Condition: New | Feature: Adjustable,2026-09-20,Office Chair
GRS-FRN-20002,FRN,Yolanda,Yolanda Furniture Luxury Executive Office Chair Ergonomic Adjustable Mesh,HK-XB015A,Standard,—,,403.2,50.0,10,mic,https://yolanda-office.en.made-in-china.com/product/rRTpEYyVsHcS/China-Yolanda-Furniture-High-Quality-Luxury-Executive-Office-Chair-Ergonomic-Adjustable-Mesh-Seat-CE-Certified-for-Manager-CEO-Work-Use.html,"Foshan Yolanda Furniture Co., Ltd.",check,Kursi xafiis oo raaxo leh.,https://image.made-in-china.com/2f0j00ZCieHPWBAloU/Yolanda-Furniture-High-Quality-Luxury-Executive-Office-Chair-Ergonomic-Adjustable-Mesh-Seat-CE-Certified-for-Manager-CEO-Work-Use.webp,48.0-56.0,pieces,Rotary: Rotary | Armrest: With Armrest | Folded: Unfolded | Customized: Non-Customized | Condition: New | Feature: Adjustable,2026-09-20,Office Chair
GRS-FRN-20003,FRN,Yolanda,Yolanda Luxury Modern Executive Swivel Chair Stylish Office Furniture From,HK-XB011B,Standard,—,,266.4,50.0,10,mic,https://yolanda-office.en.made-in-china.com/product/SrfRmIyTsHhl/China-Yolanda-Luxury-Modern-Executive-Swivel-Chair-Stylish-Office-Furniture-From-China-Best-Revolving-Office-Chair-by-Manufacturer.html,"Foshan Yolanda Furniture Co., Ltd.",check,Kursi xafiis oo raaxo leh.,https://image.made-in-china.com/2f0j00MvVBUjWlEhbL/Yolanda-Luxury-Modern-Executive-Swivel-Chair-Stylish-Office-Furniture-From-China-Best-Revolving-Office-Chair-by-Manufacturer.webp,30.0-37.0,pieces,Rotary: Rotary | Armrest: With Armrest | Folded: Unfolded | Customized: Non-Customized | Condition: New | Feature: Adjustable,2026-09-20,Office Chair
GRS-FRN-20004,FRN,Yolanda,Yolanda Best Heavy-Duty Office Swivel Chair Minimalist Design for Managers,HK-336A,Standard,—,,475.2,50.0,10,mic,https://yolanda-office.en.made-in-china.com/product/XpfRBDKUbIVk/China-Yolanda-Best-Heavy-Duty-Office-Swivel-Chair-Minimalist-Design-for-Managers-and-Visitors-Wholesale-Workplace-Chair.html,"Foshan Yolanda Furniture Co., Ltd.",check,Kursi xafiis oo raaxo leh.,https://image.made-in-china.com/2f0j00SCWMKHIswhcj/Yolanda-Best-Heavy-Duty-Office-Swivel-Chair-Minimalist-Design-for-Managers-and-Visitors-Wholesale-Workplace-Chair.webp,58.0-66.0,pieces,Rotary: Rotary | Armrest: With Armrest | Folded: Unfolded | Customized: Non-Customized | Condition: New | Feature: Adjustable,2026-09-20,Office Chair
GRS-FRN-20005,FRN,Yolanda,Yolanda Furniture Modern Style Thickened Bow Chair Square Tube Computer,HK-328A,Standard,—,,360.0,50.0,10,mic,https://yolanda-office.en.made-in-china.com/product/OpxRYUPDqIkL/China-Yolanda-Furniture-Modern-Style-Thickened-Bow-Chair-Square-Tube-Computer-Office-Chair-with-Mesh-for-Conference-or-Student-Use.html,"Foshan Yolanda Furniture Co., Ltd.",check,Kursi xafiis oo raaxo leh.,https://image.made-in-china.com/2f0j00qMIvBRkAyHod/Yolanda-Furniture-Modern-Style-Thickened-Bow-Chair-Square-Tube-Computer-Office-Chair-with-Mesh-for-Conference-or-Student-Use.webp,42.0-50.0,pieces,Rotary: Rotary | Armrest: With Armrest | Folded: Unfolded | Customized: Non-Customized | Condition: New | Feature: Adjustable,2026-09-20,Office Chair
GRS-FRN-20006,FRN,Generic,Space-Saving Plastic Folding Chairs for Wedding Garden and Training ZG26-009,TfIROYpJVrcB,Standard,—,,122.4,10.5,100,mic,https://zgchair.en.made-in-china.com/product/TfIROYpJVrcB/China-Space-Saving-Plastic-Folding-Chairs-for-Wedding-Garden-and-Training-ZG26-009.html,"Anji Zhenguan Furniture Co., Ltd.",check,"Kursi caag ah — aroos, masjid, dukaan.",https://image.made-in-china.com/2f0j00LphejnHaHtcq/Space-Saving-Plastic-Folding-Chairs-for-Wedding-Garden-and-Training-ZG26-009.webp,16.0-17.0,pieces,,2026-09-20,Plastic Chair
GRS-FRN-20007,FRN,Generic,Outlet Plastic Colorful Dining Room Cafe Hotel Restaurant Stackable Chair,AR-C164a,Standard,—,,108.0,3,100,mic,https://lfairun.en.made-in-china.com/product/bZetMrOckqGo/China-Factory-Outlet-Plastic-Colorful-Dining-Room-Cafe-Hotel-Restaurant-Stackable-Chair-Outdoor-Plastic-PP-Chairs.html,"Langfang Airun Imp. & Exp. Co., Ltd.",check,"Kursi caag ah — aroos, masjid, dukaan.",https://image.made-in-china.com/2f0j00FSpVWboyGAfN/Factory-Outlet-Plastic-Colorful-Dining-Room-Cafe-Hotel-Restaurant-Stackable-Chair-Outdoor-Plastic-PP-Chairs.webp,7.1-15.0,pieces,"Usage: Hotel, Home, Restaurant | Armrest: Without Armrest | Color: White | Folded: Unfolded | Rotary: Fixed | Customized: Customized",2026-09-20,Plastic Chair
